ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,5.04,3,0,1.26,0.25
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Fasteners,17.45,5,0,8.027,0.46
Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Chairs,323.136,4,0.2,20.196,0.0625
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Supplies,29.7,3,0,8.019,0.27
Same Day,Consumer,United States,Redlands,California,92374,West,Technology,Phones,498.975,4,0.2,70.8407,0.1125
Same Day,Consumer,United States,Redlands,California,92374,West,Office Supplies,Storage,46.84,2,0,12.6468,0.27
Same Day,Consumer,United States,Redlands,California,92374,West,Furniture,Bookcases,425.833,1,0.15,20.0392,0.047058824
Second Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Tables,209.67,1,0.4,-13.978,-0.066666667
Standard Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Paper,159.88,7,0,70.8407,0.46
First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,5.28,1,0,2.376,0.45
First Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,498.975,5,0.2,70.8407,0.3375
Standard Class,Consumer,United States,Ormond Beach,Florida,32174,South,Office Supplies,Binders,2.808,3,0.5,-1.9656,-0.35625
First Class,Corporate,United States,Sunnyvale,California,94086,West,Furniture,Chairs,215.976,3,0.2,-2.6997,-0.0125
Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Furniture,Bookcases,241.96,2,0,41.1332,0.17
Second Class,Home Office,United States,Lansing,Michigan,48911,Central,Office Supplies,Labels,27.72,9,0,13.3056,0.48
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Envelopes,104.68,5,0.2,35.3295,0.3375
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,62.958,7,0.4,9.4437,0.15
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,86.376,3,0.2,1.0797,0.0125
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,64.944,3,0.2,6.4944,0.1
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.736,4,0.2,7.2576,0.35
Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Appliances,33.28,4,0,9.3184,0.28
Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Office Supplies,Art,38.52,9,0,11.9412,0.31
Second Class,Corporate,United States,Dover,New Hampshire,3820,East,Furniture,Furnishings,139.86,7,0,60.1398,0.43
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,19.65,3,0,9.039,0.46
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,152.991,3,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,-0.225
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,94.92,4,0.4,15.82,0.166666667
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,14.76,5,0.5,-11.439,-0.35625
Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Binders,3.656,4,0.5,-5.8496,-0.35625
Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,146.82,3,0,70.8407,0.5
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Binders,149.544,9,0.2,50.4711,0.3375
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,17.14,2,0,4.4564,0.26
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Furniture,Tables,498.975,3,0.4,-39.7425,-0.35
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,30.48,6,0.2,9.906,0.325
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,23.988,2,0.4,-4.7976,-0.2
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,16.688,7,0.2,5.4236,0.325
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Furniture,Chairs,422.058,3,0.3,-18.0882,-0.042857143
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Binders,38.088,4,0.5,-27.9312,-0.35625
Standard Class,Corporate,United States,York,Pennsylvania,17403,East,Office Supplies,Storage,254.352,6,0.2,-39.7425,-0.2
Standard Class,Consumer,United States,Concord,California,94521,West,Furniture,Furnishings,43.31,1,0,4.331,0.1
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,84.95,5,0,22.087,0.26
Standard Class,Consumer,United States,College Station,Texas,77840,Central,Furniture,Chairs,233.058,3,0.3,-39.7425,-0.228571429
Second Class,Consumer,United States,Saint Louis,Missouri,63116,Central,Technology,Accessories,111.79,7,0,43.5981,0.39
Standard Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,14.94,3,0,7.0218,0.47
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,14.16,2,0.2,5.133,0.3625
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Furniture,Furnishings,22.608,3,0.5,-10.1736,-0.35625
Second Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,21.48,6,0,10.74,0.5
First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,498.975,3,0,0,0
First Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,161.94,3,0,9.7164,0.06
Standard Class,Home Office,United States,Deltona,Florida,32725,South,Office Supplies,Art,17.856,4,0.2,2.0088,0.1125
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,8.808,3,0.5,-14.9736,-0.35625
Same Day,Consumer,United States,Cincinnati,Ohio,45231,East,Furniture,Furnishings,79.384,1,0.2,29.769,0.375
Standard Class,Home Office,United States,Oakland,California,94601,West,Office Supplies,Art,34.58,1,0,10.0282,0.29
Standard Class,Home Office,United States,Manteca,California,95336,West,Office Supplies,Paper,314.55,3,0,70.8407,0.48
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,191.976,3,0.2,23.997,0.125
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Paper,8.288,2,0.2,3.0044,0.3625
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Furniture,Furnishings,139.92,5,0.5,-39.7425,-0.35625
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,15.872,1,0.2,1.1904,0.075
Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,6.286,7,0.5,-11.0005,-0.35625
Second Class,Consumer,United States,Kent,Ohio,44240,East,Office Supplies,Art,14.016,3,0.2,1.752,0.125
Second Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Accessories,71.976,3,0.2,-8.997,-0.125
Second Class,Consumer,United States,Kent,Ohio,44240,East,Technology,Phones,107.982,3,0.4,-26.9955,-0.25
Standard Class,Corporate,United States,San Angelo,Texas,76903,Central,Furniture,Chairs,305.312,2,0.3,-8.7232,-0.028571429
First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,19.752,3,0.2,6.9132,0.35
Standard Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Binders,9.264,3,0.5,-13.896,-0.35625
Second Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,61.792,4,0.2,6.1792,0.1
Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,45.68,2,0,21.0128,0.46
Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,60.12,9,0,28.8576,0.48
Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,41.72,5,0.2,13.0375,0.3125
Standard Class,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,71.6,8,0,32.936,0.46
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,85.232,7,0.2,30.8966,0.3625
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,44.4,3,0,22.2,0.5
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,442.764,4,0.1,59.0352,0.133333333
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Machines,498.975,5,0,70.8407,0.29
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,199.95,5,0,21.9945,0.11
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,63.68,8,0,28.0192,0.44
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,54.896,2,0.2,18.5274,0.3375
Same Day,Consumer,United States,Huntsville,Alabama,35810,South,Technology,Accessories,29,2,0,7.25,0.25
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,70.08,6,0,35.04,0.5
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,121.3,2,0,25.473,0.21
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,498.975,9,0,70.8407,0.26
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,60.81,3,0,17.0268,0.28
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,153.552,3,0.2,51.8238,0.3375
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,65.34,3,0,22.869,0.35
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,123.92,4,0,55.764,0.45
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,35.1,3,0,12.285,0.35
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,44.75,5,0,8.5025,0.19
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,4.704,2,0.2,0.4116,0.0875
Standard Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Art,14.67,3,0,3.9609,0.27
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,15.552,3,0.2,5.4432,0.35
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,5.232,1,0.2,1.7004,0.325
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Furniture,Furnishings,22.2,6,0,9.102,0.41
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Phones,498.975,7,0,70.8407,0.26
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Binders,6.096,2,0.2,2.1336,0.35
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Furnishings,191.82,3,0,70.8407,0.39
Standard Class,Consumer,United States,Lancaster,Pennsylvania,17602,East,Furniture,Furnishings,20.104,1,0.2,1.7591,0.0875
Second Class,Home Office,United States,Bristol,Tennessee,37620,South,Office Supplies,Art,67.56,3,0.2,8.445,0.125
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Binders,29.932,7,0.5,-39.7425,-0.35625
Standard Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Phones,38.272,4,0.2,3.8272,0.1
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,16.52,4,0,7.5992,0.46
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Technology,Phones,498.975,7,0,70.8407,0.28
Second Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,43.8,9.5,0,21.024,0.48
First Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Appliances,167.292,6,0.1,29.7408,0.177777778
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,27.42,1,0,11.2422,0.41
First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,1.44,1,0.2,0.504,0.35
First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,61.776,9.5,0.2,20.8494,0.3375
First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Appliances,241.96,2,0,60.49,0.25
First Class,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,108.608,4,0.2,9.5032,0.0875
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,2.816,2,0.2,0.9856,0.35
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,9.984,4,0.2,3.6192,0.3625
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,14.98,1,0,4.1944,0.28
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,498.975,4,0.2,70.8407,0.0875
Same Day,Consumer,United States,Marion,Ohio,43302,East,Technology,Phones,485.94,2,0.4,-39.7425,-0.183333333
Same Day,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Art,37.376,8,0.2,4.672,0.125
Same Day,Consumer,United States,Marion,Ohio,43302,East,Furniture,Chairs,70.686,1,0.3,-24.2352,-0.342857143
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,54.816,3,0.2,17.8152,0.325
Second Class,Consumer,United States,Littleton,Colorado,80122,West,Furniture,Bookcases,72.294,1,0.5,-39.7425,-0.35625
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,2.896,2,0.2,0.4706,0.1625
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Technology,Phones,124.792,1,0.2,15.599,0.125
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,330.588,1,0.4,-39.7425,-0.35
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,498.975,2,0.2,70.8407,0.375
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,52.98,2,0,14.8344,0.28
Standard Class,Consumer,United States,La Porte,Indiana,46350,Central,Furniture,Furnishings,498.975,5,0,31.587,0.06
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,228.92,5,0.2,14.3075,0.0625
Second Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,319.968,4,0.2,35.9964,0.1125
Standard Class,Corporate,United States,Burlington,Vermont,5408,East,Technology,Accessories,205.03,7,0,67.6599,0.33
Second Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,190.86,2,0,11.4516,0.06
Second Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,24.32,8,0,8.2688,0.34
Standard Class,Home Office,United States,Provo,Utah,84604,West,Office Supplies,Supplies,44.4,5,0,12.432,0.28
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,44.4,2,0.5,-39.7425,-0.35625
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,498.975,1,0.2,70.8407,0.375
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,38.136,7,0.2,13.3476,0.35
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,494.982,3,0.4,-39.7425,-0.233333333
Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Storage,56.56,2,0,15.2712,0.27
Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Art,5.56,2,0,1.4456,0.26
Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Fasteners,9.02,2,0,3.5178,0.39
Standard Class,Home Office,United States,Pasadena,California,91104,West,Office Supplies,Appliances,8.62,1,0,2.2412,0.26
Standard Class,Home Office,United States,Pasadena,California,91104,West,Technology,Phones,498.975,3,0.2,49.4982,0.075
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,13.36,2,0,6.4128,0.48
Second Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,41.72,5,0.2,13.0375,0.3125
